id,ticket_created,issue_type,method,issue,city,state,zip
8958909,2026-08-01 19:33:14+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Oceanside,CA,92054.0
8958907,2026-08-01 19:32:39+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,South bend,IN,46614.0
8958904,2026-08-01 19:31:00+00:00,Phone,Wired,Interference (including signal jammers),Aquilla,TX,76622.0
8958902,2026-08-01 19:30:29+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Seattle,WA,98133.0
8958901,2026-08-01 19:30:06+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cheyenne,WY,82009.0
8958898,2026-08-01 19:27:55+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Silver spring,MD,20910.0
8958894,2026-08-01 19:24:58+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Purcellville,VA,20132.0
8958893,2026-08-01 19:24:32+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Land o lakes,FL,34638.0
8958892,2026-08-01 19:24:32+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Weeki wachee,FL,34614.0
8958886,2026-08-01 19:22:56+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hamler,OH,43524.0
8958885,2026-08-01 19:21:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Tuscumbia,AL,35674.0
8958879,2026-08-01 19:18:33+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Stanford,KY,40484.0
8958878,2026-08-01 19:17:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Cordele,GA,31015.0
8958877,2026-08-01 19:17:23+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Dallas,TX,75219.0
8958874,2026-08-01 19:15:16+00:00,Internet,Cable,Interference,Farmville,NC,27828.0
8958872,2026-08-01 19:11:34+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Westminster,CO,80021.0
8958870,2026-08-01 19:10:46+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hamler,OH,43524.0
8958868,2026-08-01 19:09:44+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Apex,NC,27539.0
8958865,2026-08-01 19:09:00+00:00,Internet,Satellite,Availability,Fredericksburg,VA,22405.0
8958862,2026-08-01 19:07:50+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,San jose,CA,95129.0
8958860,2026-08-01 19:07:34+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Sanford,FL,32771.0
8958858,2026-08-01 19:07:22+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Clatskanie,OR,97016.0
8958857,2026-08-01 19:05:57+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San diego,CA,92106.0
8958853,2026-08-01 19:04:58+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Winchester,TN,37398.0
8958848,2026-08-01 19:04:17+00:00,Internet,Cable,Billing,Chicago,IL,60642.0
8958843,2026-08-01 19:01:36+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),New york,NY,10035.0
8958842,2026-08-01 18:59:49+00:00,Phone,Internet (VOIP),Interference (including signal jammers),Calabasas,CA,91302.0
8958840,2026-08-01 18:59:22+00:00,Internet,Cable,Billing,Syracuse,NY,13210.0
8958832,2026-08-01 18:55:58+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Jacksonville,FL,32225.0
8958831,2026-08-01 18:54:30+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Ontario,CA,91762.0
8958830,2026-08-01 18:51:39+00:00,Phone,Internet (VOIP),Unwanted Calls,Longmont,CO,80501.0
8958827,2026-08-01 18:49:16+00:00,Internet,Fiber,Billing,Berea,OH,44017.0
8958822,2026-08-01 18:45:26+00:00,Internet,Cable,Speed,Olympia,WA,98513.0
8958820,2026-08-01 18:44:18+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Charlotte,NC,28277.0
8958819,2026-08-01 18:44:13+00:00,Internet,Cable,Availability,Mesa,AZ,85201.0
8958817,2026-08-01 18:42:58+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Lucerne valley,CA,92356.0
8958816,2026-08-01 18:42:13+00:00,Phone,Internet (VOIP),Billing,The colony,TX,75056.0
8958813,2026-08-01 18:40:50+00:00,TV,Cable,Availability,Melbourne,FL,32940.0
8958810,2026-08-01 18:39:26+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Palo alto,CA,94301.0
